13000,216.65,165.11,0,0,168.43,0.2654
13200,216.65,159.98,0,0,163.18,0.2572
13400,216.65,155.01,0,0,158.1,0.2492
13600,216.65,150.2,0,0,153.18,0.2414
13800,216.65,145.54,0,0,148.41,0.234
14000,216.65,141.02,0,0,143.79,0.2267
14200,216.65,136.64,0,0,139.31,0.2197
14400,216.65,132.4,0,0,134.97,0.2128
14600,216.65,128.29,0,0,130.77,0.2062
14800,216.65,124.31,0,0,126.7,0.1998
15000,216.65,120.45,0,0,122.76,0.1936
15200,216.65,116.71,0,0,118.94,0.1876
15400,216.65,113.08,0,0,115.24,0.1818
15600,216.65,109.57,0,0,111.66,0.1761
15800,216.65,106.17,0,0,108.19,0.1707
16000,216.65,102.88,0,0,104.83,0.1654
16200,216.65,99.68,0,0,101.57,0.1602
16400,216.65,96.59,0,0,98.41,0.1553
16600,216.65,93.59,0,0,95.36,0.1504
16800,216.65,90.68,0,0,92.39,0.1458
17000,216.65,87.87,0,0,89.52,0.1412
17200,216.65,85.14,0,0,86.74,0.1369
17400,216.65,82.5,0,0,84.05,0.1326
17600,216.65,79.94,0,0,81.44,0.1285
17800,216.65,77.45,0,0,78.92,0.1245
18000,216.65,75.05,0,0,76.47,0.1206
18200,216.65,72.72,0,0,74.1,0.1169
18400,216.65,70.46,0,0,71.8,0.1133
18600,216.65,68.27,0,0,69.58,0.1098
18800,216.65,66.16,0,0,67.42,0.1063
19000,216.65,64.1,0,0,65.33,0.103
19200,216.65,62.11,0,0,63.31,0.0998
19400,216.65,60.18,0,0,61.35,0.0967
19600,216.65,58.31,0,0,59.45,0.0937
19800,216.65,56.5,0,0,57.61,0.0908
20000,216.65,54.75,0,0,55.83,0.088
20200,216.85,53.05,0,0,54.1,0.0852
20400,217.05,51.41,0,0,52.43,0.0825
20600,217.25,49.81,0,0,50.81,0.0799
20800,217.45,48.27,0,0,49.24,0.0773
21000,217.65,46.78,0,0,47.72,0.0749
21200,217.85,45.33,0,0,46.25,0.0725
21400,218.05,43.94,0,0,44.83,0.0702
21600,218.25,42.58,0,0,43.44,0.0679
21800,218.45,41.27,0,0,42.11,0.0658
22000,218.65,40,0,0,40.81,0.0637
22200,218.85,38.77,0,0,39.55,0.0617
22400,219.05,37.58,0,0,38.34,0.0597
22600,219.25,36.42,0,0,37.16,0.0579
22800,219.45,35.31,0,0,36.02,0.056
23000,219.65,34.22,0,0,34.91,0.0543
23200,219.85,33.18,0,0,33.84,0.0526
23400,220.05,32.16,0,0,32.8,0.0509
23600,220.25,31.18,0,0,31.79,0.0493
23800,220.45,30.23,0,0,30.82,0.0478
24000,220.65,29.31,0,0,29.88,0.0463
24200,220.85,28.41,0,0,28.96,0.0448
24400,221.05,27.55,0,0,28.08,0.0434
24600,221.25,26.71,0,0,27.22,0.042
24800,221.45,25.9,0,0,26.39,0.0407
25000,221.65,25.11,0,0,25.58,0.0395
25200,221.85,24.35,0,0,24.8,0.0382
25400,222.05,23.61,0,0,24.05,0.037
25600,222.25,22.9,0,0,23.31,0.0359
25800,222.45,22.2,0,0,22.6,0.0348
26000,222.65,21.53,0,0,21.92,0.0337
26200,222.85,20.88,0,0,21.25,0.0326
26400,223.05,20.25,0,0,20.61,0.0316
26600,223.25,19.64,0,0,19.98,0.0306
26800,223.45,19.05,0,0,19.38,0.0297
27000,223.65,18.47,0,0,18.79,0.0288
27200,223.85,17.92,0,0,18.22,0.0279
27400,224.05,17.38,0,0,17.67,0.027
27600,224.25,16.86,0,0,17.14,0.0262
27800,224.45,16.35,0,0,16.63,0.0254
28000,224.65,15.86,0,0,16.13,0.0246
28200,224.85,15.39,0,0,15.64,0.0238
28400,225.05,14.93,0,0,15.17,0.0231
28600,225.25,14.48,0,0,14.72,0.0224
28800,225.45,14.05,0,0,14.28,0.0217
29000,225.65,13.63,0,0,13.85,0.021
29200,225.85,13.22,0,0,13.44,0.0204
29400,226.05,12.83,0,0,13.04,0.0198
29600,226.25,12.45,0,0,12.65,0.0192
29800,226.45,12.08,0,0,12.27,0.0186
30000,226.65,11.72,0,0,11.91,0.018
