 1013.0     20   17.0   14.8     87  10.55    120      8  289.1  318.8  290.9
 1000.0    134   16.8   12.9     78   9.43    110     18  289.9  316.7  291.6
  960.0    481   14.2   12.2     88   9.38    100     27  290.7  317.4  292.4
  941.0    650   16.0   10.7     71   8.66     95     31  294.2  319.4  295.8
  937.0    686   16.4   10.4     68   8.52     94     30  295.0  319.8  296.5
  925.0    796   15.8   10.8     72   8.86     90     28  295.5  321.3  297.0
  899.0   1037   14.3   10.6     79   9.02     85     18  296.4  322.7  298.0
  890.0   1122   13.8   10.6     81   9.08     65     13  296.7  323.2  298.3
  878.0   1237   13.1   10.5     84   9.15     15     13  297.1  323.9  298.7
  869.0   1324   12.6   10.4     87   9.21     10     11  297.4  324.4  299.0
  850.0   1511   11.4   10.3     93   9.33    345     20  298.1  325.5  299.8
  849.0   1521   11.4   10.2     92   9.28    344     21  298.2  325.5  299.8
  841.0   1600   11.9    9.7     86   9.03    335     27  299.5  326.2  301.1
  820.0   1813   13.2    8.2     72   8.39    329     30  303.1  328.3  304.6
  788.0   2145   10.9    8.0     82   8.59    320     36  304.0  330.0  305.6
  753.0   2525    8.2    7.7     97   8.83    312     36  305.1  331.9  306.7
  701.0   3113    4.8    0.7     75   5.78    300     36  307.6  325.6  308.7
  700.0   3125    4.8    0.9     76   5.87    300     36  307.8  326.1  308.9
  689.0   3252    3.9    0.4     78   5.73    295     41  308.1  326.1  309.2
  594.0   4442   -4.7   -4.7    100   4.57    281     44  311.5  326.1  312.4
  586.0   4549   -5.0   -7.2     85   3.84    280     44  312.4  324.9  313.2
  581.0   4617   -5.1   -8.7     76   3.43    281     44  313.0  324.2  313.7
  559.0   4919   -7.7   -7.7    100   3.85    283     46  313.4  326.0  314.2
  500.0   5780  -12.1  -12.1    100   3.04    290     52  318.2  328.4  318.8
  497.0   5826  -12.5  -12.5    100   2.96    290     52  318.3  328.2  318.9
  487.0   5981  -13.3  -13.4     99   2.80    285     52  319.1  328.6  319.6
  478.0   6123  -14.1  -14.3     98   2.66    281     50  319.9  328.9  320.4
  462.0   6380  -17.1  -31.1     29   0.62    273     45  319.3  321.5  319.4
  436.0   6813  -18.5  -20.8     82   1.68    261     37  322.8  328.7  323.1
  435.0   6830  -18.6  -21.0     82   1.66    260     37  322.9  328.7  323.2
  412.0   7233  -21.5  -25.0     73   1.23    263     45  324.2  328.6  324.4
  400.0   7450  -23.1  -24.5     88   1.32    265     50  324.9  329.6  325.1
  389.0   7654  -24.3  -24.8     96   1.32    263     56  325.9  330.7  326.2
  382.0   7786  -25.1  -28.2     75   0.99    261     59  326.6  330.2  326.8
  376.0   7901  -25.7  -31.7     57   0.72    260     62  327.2  329.9  327.4
  353.0   8348  -29.7  -34.0     66   0.62    255     75  327.8  330.1  327.9
  318.0   9088  -36.3  -37.7     87   0.47    265     90  328.6  330.4  328.7
  310.0   9264  -36.7  -40.6     67   0.36    267     93  330.4  331.8  330.5
  300.0   9490  -38.7  -41.3     76   0.34    270     98  330.7  332.1  330.8
  280.0   9961  -41.7  -44.1     77   0.27    270    106  333.0  334.1  333.0
  278.0  10009  -41.7  -44.1     77   0.28    270    107  333.7  334.8  333.7
  277.0  10034  -41.7  -44.1     77   0.28    270    107  334.0  335.1  334.1
  250.0  10720  -47.7  -51.0     69   0.14    265    108  335.0  335.6  335.1
  247.0  10800  -48.5  -53.3     57   0.11    265    109  335.0  335.4  335.0
  235.0  11126  -51.5  -53.7     77   0.11    263    112  335.2  335.7  335.3
  217.0  11640  -54.4  -69.8     13   0.01    260    118  338.5  338.6  338.5
  215.0  11700  -54.7  -71.7     10   0.01    260    117  338.9  339.0  338.9
  203.0  12066  -57.1  -73.1     11   0.01    260    110  340.7  340.8  340.7
  200.0  12160  -56.7  -73.7     10   0.01    260    108  342.8  342.9  342.8
  179.0  12852  -59.6  -76.2     10   0.01    275     92  349.0  349.1  349.0
  158.0  13630  -63.0  -79.0     10   0.00    275    102  356.1  356.1  356.1
  156.0  13709  -63.3  -79.3     10   0.00    275    101  356.8  356.8  356.8
  150.0  13950  -63.3  -80.3      8   0.00    270     88  360.8  360.9  360.8
  141.0  14335  -60.3  -80.4      5   0.00    280     76  372.6  372.6  372.6
  136.0  14560  -58.5  -80.5      4   0.00    268     63  379.6  379.6  379.6
  125.0  15084  -60.1  -81.6      4   0.00    240     33  385.9  385.9  385.9
  118.0  15442  -61.3  -82.3      5   0.00    255     20  390.2  390.2  390.2
  117.0  15495  -61.4  -82.5      5   0.00    265     19  390.8  390.9  390.8
  111.0  15822  -62.5  -83.1      5   0.00    305     23  394.8  394.8  394.8
  100.0  16470  -64.5  -84.5      5   0.00    295     34  402.8  402.9  402.8
   92.0  16961  -79.5  -98.2      3   0.00    255     36  382.9  382.9  382.9
   87.9  17229  -87.7 -105.7      3   0.00    250     36  371.5  371.5  371.5
   85.6  17383  -68.1  -86.1      6   0.00    241     33  413.9  413.9  413.9
   84.0  17500  -65.9  -85.7      5   0.00    235     31  420.6  420.7  420.6
   82.2  17634  -63.3  -85.3      4   0.00    239     27  428.5  428.5  428.5
   80.0  17803  -64.0  -85.7      4   0.00    245     22  430.3  430.3  430.3
   75.8  18139  -65.5  -86.5      4   0.00    230     18  433.9  434.0  433.9
   73.0  18375  -61.5  -84.4      3   0.00    220     15  447.2  447.2  447.2
   72.9  18384  -61.3  -84.3      3   0.00    220     15  447.7  447.7  447.7
   70.0  18640  -61.9  -84.9      3   0.00    220     12  451.6  451.6  451.6
   67.0  18909  -62.5  -85.1      3   0.00    215     11  456.0  456.0  456.0
   64.0  19191  -63.1  -85.3      4   0.00    235      6  460.6  460.6  460.6
   63.3  19259  -63.3  -85.3      4   0.00    244      7  461.7  461.7  461.7
   62.0  19387  -62.7  -85.1      3   0.00    260     10  465.8  465.8  465.8
   60.0  19590  -61.7  -84.8      3   0.00    260     18  472.3  472.3  472.3
   58.0  19800  -60.8  -84.6      3   0.01    230     20  479.1  479.2  479.1
   55.0  20129  -59.2  -84.1      3   0.01    185     11  490.0  490.1  490.0
   54.8  20151  -59.1  -84.1      3   0.01    190     11  490.8  490.8  490.8
   53.0  20358  -60.2  -84.4      3   0.01    240      6  492.9  492.9  492.9
   51.0  20597  -61.5  -84.8      3   0.01    270     10  495.3  495.4  495.3
   50.4  20671  -61.9  -84.9      3   0.01    264     12  496.1  496.1  496.1
   50.0  20720  -61.7  -85.7      3   0.01    260     13  497.7  497.7  497.7
   47.0  21107  -60.6  -85.1      3   0.01    215     10  509.1  509.1  509.1
   46.0  21241  -60.3  -84.9      3   0.01    205     10  513.1  513.1  513.1
   44.0  21519  -59.5  -84.5      3   0.01    230     12  521.5  521.5  521.5
   40.0  22116  -57.9  -83.6      2   0.01    210     18  539.9  540.0  539.9
   38.6  22338  -57.3  -83.3      2   0.01    210     12  547.0  547.1  547.0
   38.0  22437  -57.4  -83.4      2   0.01    210     10  549.2  549.2  549.2
   36.0  22778  -57.8  -83.8      2   0.01    240      3  556.7  556.8  556.7
   34.0  23138  -58.2  -84.2      2   0.01    265     11  564.7  564.8  564.7
   33.0  23326  -58.5  -84.5      2   0.01    290     13  569.0  569.1  569.0
   32.8  23364  -58.5  -84.5      2   0.01    287     13  569.9  569.9  569.9
   30.1  23908  -54.9  -82.9      2   0.01    247     19  593.8  593.9  593.8
   30.0                                       245     19                     
