height,temperature,pressure
603.75,292.79066663473156,85805.92366105155
607.5,292.7678297885485,85768.52397209243
611.25,292.74499294236546,85731.12428313331
615.0,292.7221560961824,85693.72459417419
618.75,292.69931924999935,85656.32490521506
622.5,292.6764824038163,85618.92521625594
626.25,292.65364555763324,85581.52552729682
630.0,292.6308087114502,85544.1258383377
633.75,292.60797186526713,85506.72614937858
637.5,292.5851350190841,85469.32646041946
641.25,292.562261099544,85431.94553051586
645.0,292.5389163082825,85394.80311189289
648.75,292.51557151702104,85357.66069326992
652.5,292.49222672575956,85320.51827464695
656.25,292.4688819344981,85283.37585602398
660.0,292.4455371432366,85246.23343740101
663.75,292.4221923519751,85209.09101877804
667.5,292.39884756071365,85171.94860015507
671.25,292.37550276945217,85134.8061815321
675.0,292.3521579781907,85097.66376290913
678.75,292.3288131869292,85060.52134428616
682.5,292.30546839566773,85023.37892566319
686.25,292.28212360440625,84986.23650704022
690.0,292.2587788131448,84949.09408841725
693.75,292.2354340218833,84911.95166979427
697.5,292.2120892306218,84874.8092511713
701.25,292.18874443936033,84837.66683254833
705.0,292.16539964809886,84800.52441392536
708.75,292.1420548568374,84763.38199530239
712.5,292.1187100655759,84726.23957667942
716.25,292.0953652743144,84689.09715805645
720.0,292.07324340818,84652.1487587078
723.75,292.0516536669528,84615.28478914336
727.5,292.0300639257256,84578.42081957893
731.25,292.00847418449837,84541.55685001449
735.0,291.98688444327115,84504.69288045005
738.75,291.96529470204393,84467.82891088561
742.5,291.9437049608167,84430.96494132117
746.25,291.9221152195895,84394.10097175674
750.0,291.9005254783623,84357.2370021923
753.75,291.87893573713507,84320.37303262786
757.5,291.85734599590785,84283.50906306342
761.25,291.83575625468063,84246.64509349898
765.0,291.8141665134534,84209.78112393455
768.75,291.7925767722262,84172.91715437011
772.5,291.770987030999,84136.05318480567
776.25,291.74939728977176,84099.18921524123
780.0,291.72780754854455,84062.3252456768
783.75,291.70621780731733,84025.46127611236
787.5,291.6846280660901,83988.59730654792
791.25,291.6630383248629,83951.73333698348
795.0,291.6414485836357,83914.86936741904
798.75,291.61985884240846,83878.0053978546
802.5,291.59749706757117,83841.33460520743
806.25,291.57470933759447,83804.77034567832
810.0,291.55192160761777,83768.2060861492
813.75,291.5291338776411,83731.64182662009
817.5,291.5063461476644,83695.07756709098
821.25,291.4835584176877,83658.51330756187
825.0,291.460770687711,83621.94904803275
828.75,291.4379829577343,83585.38478850364
832.5,291.4151952277576,83548.82052897452
836.25,291.3924074977809,83512.25626944541
840.0,291.3696197678042,83475.6920099163
843.75,291.3468320378275,83439.12775038718
847.5,291.3240443078508,83402.56349085807
851.25,291.3012565778741,83365.99923132895
855.0,291.2784688478974,83329.43497179984
858.75,291.2556811179207,83292.87071227073
862.5,291.232893387944,83256.30645274161
866.25,291.2101056579673,83219.7421932125
870.0,291.1873179279906,83183.17793368339
873.75,291.1645301980139,83146.61367415427
877.5,291.1417424680372,83110.04941462516
881.25,291.1189547380605,83073.48515509604
885.0,291.0961670080838,83036.92089556693
888.75,291.0733792781071,83000.35663603782
892.5,291.0500890404609,82964.05206641619
896.25,291.0266782242496,82927.80978998606
900.0,291.00326740803837,82891.56751355593
903.75,290.9798565918271,82855.3252371258
907.5,290.95644577561586,82819.08296069567
911.25,290.9330349594046,82782.84068426554
915.0,290.90962414319335,82746.59840783541
918.75,290.8862133269821,82710.35613140528
922.5,290.86280251077085,82674.11385497515
926.25,290.8393916945596,82637.87157854502
930.0,290.81598087834834,82601.62930211489
933.75,290.7925700621371,82565.38702568476
937.5,290.76915924592583,82529.14474925463
941.25,290.7457484297146,82492.9024728245
945.0,290.7223376135033,82456.66019639437
948.75,290.6989267972921,82420.41791996424
952.5,290.6755159810808,82384.17564353411
956.25,290.65210516486957,82347.93336710398
960.0,290.6286943486583,82311.69109067385
963.75,290.60528353244706,82275.44881424372
967.5,290.5818727162358,82239.20653781359
971.25,290.55846190002455,82202.96426138346
975.0,290.5350510838133,82166.72198495333
978.75,290.51164026760205,82130.4797085232
982.5,290.4882294513908,82094.23743209307
986.25,290.46472384697853,82058.02050338226
990.0,290.44003326432875,82022.12064133125
993.75,290.41534268167896,81986.22077928024
997.5,290.3906520990292,81950.32091722923
1001.25,290.3659615163794,81914.42105517822
1005.0,290.3412709337296,81878.5211931272
1008.75,290.31658035107984,81842.6213310762
1012.5,290.29188976843005,81806.72146902519
1016.25,290.26719918578027,81770.82160697418
1020.0,290.2425086031305,81734.92174492317
1023.75,290.2178180204807,81699.02188287216
1027.5,290.1931274378309,81663.12202082115
1031.25,290.16843685518114,81627.22215877014
1035.0,290.14374627253136,81591.32229671913
1038.75,290.1190556898816,81555.42243466811
1042.5,290.0943651072318,81519.5225726171
1046.25,290.069674524582,81483.6227105661
1050.0,290.04498394193223,81447.72284851508
1053.75,290.02029335928245,81411.82298646407
1057.5,289.99560277663267,81375.92312441306
1061.25,289.9709121939829,81340.02326236205
1065.0,289.9462216113331,81304.12340031104
1068.75,289.9215310286833,81268.22353826003
1072.5,289.89684044603354,81232.32367620902
1076.25,289.87214986338375,81196.42381415801
1080.0,289.847459280734,81160.523952107
1083.75,289.8227686980842,81124.624090056
1087.5,289.7980781154344,81088.72422800498
1091.25,289.7727670402519,81052.94583339244
1095.0,289.7462350634878,81017.40642089397
1098.75,289.7197030867237,80981.8670083955
1102.5,289.6931711099596,80946.32759589702
1106.25,289.66663913319553,80910.78818339854
1110.0,289.64010715643144,80875.24877090007
1113.75,289.61357517966735,80839.7093584016
1117.5,289.58704320290326,80804.16994590312
1121.25,289.56051122613917,80768.63053340465
1125.0,289.5339792493751,80733.09112090617
1128.75,289.507447272611,80697.5517084077
1132.5,289.4809152958469,80662.01229590923
1136.25,289.4543833190828,80626.47288341075
1140.0,289.4278513423187,80590.93347091228
1143.75,289.4013193655546,80555.3940584138
1147.5,289.37478738879054,80519.85464591533
1151.25,289.34825541202645,80484.31523341686
1155.0,289.32172343526236,80448.77582091838
1158.75,289.29519145849827,80413.2364084199
1162.5,289.2686594817342,80377.69699592143
1166.25,289.2421275049701,80342.15758342296
1170.0,289.215595528206,80306.61817092448
1173.75,289.1890635514419,80271.07875842601
1177.5,289.1625315746778,80235.53934592754
1181.25,289.1359995979137,80199.99993342906
1185.0,289.10946762114963,80164.46052093059
1188.75,289.08293564438554,80128.92110843211
1192.5,289.05640366762145,80093.38169593364
1196.25,289.02987169085736,80057.84228343517
1200.0,289.0033397140933,80022.30287093669
1203.75,288.97642912123536,79986.94977184338
1207.5,288.94912801055887,79951.78887983365
1211.25,288.9218268998824,79916.62798782391
1215.0,288.8945257892059,79881.46709581418
1218.75,288.8672246785294,79846.30620380444
1222.5,288.8399235678529,79811.14531179471
1226.25,288.8126224571764,79775.98441978497
1230.0,288.7853213464999,79740.82352777524
1233.75,288.75802023582344,79705.6626357655
1237.5,288.73071912514695,79670.50174375577
1241.25,288.70341801447046,79635.34085174603
1245.0,288.67611690379397,79600.1799597363
1248.75,288.6488157931175,79565.01906772656
1252.5,288.621514682441,79529.85817571683
1256.25,288.5942135717645,79494.6972837071
1260.0,288.566912461088,79459.53639169736
1263.75,288.5396113504115,79424.37549968762
1267.5,288.51231023973503,79389.21460767789
1271.25,288.48500912905854,79354.05371566815
1275.0,288.45770801838205,79318.89282365842
1278.75,288.43040690770556,79283.73193164868
1282.5,288.40310579702907,79248.57103963895
1286.25,288.3758046863526,79213.41014762921
1290.0,288.3485035756761,79178.24925561948
1293.75,288.3212024649996,79143.08836360974
1297.5,288.2939013543231,79107.9274716
1301.25,288.2666002436466,79072.76657959027
1305.0,288.23929913297013,79037.60568758054
1308.75,288.21199802229364,79002.4447955708
1312.5,288.18469691161715,78967.28390356107
1316.25,288.15739580094066,78932.12301155133
1320.0,288.1300946902642,78896.9621195416
1323.75,288.1030525738098,78861.9785695679
1327.5,288.07634004735894,78827.22059184383
1331.25,288.0496275209081,78792.46261411975
1335.0,288.0229149944572,78757.70463639568
1338.75,287.99620246800635,78722.9466586716
1342.5,287.9694899415555,78688.18868094753
1346.25,287.9427774151046,78653.43070322345
1350.0,287.91606488865375,78618.67272549937
1353.75,287.8893523622029,78583.9147477753
1357.5,287.862639835752,78549.15677005122
1361.25,287.83592730930116,78514.39879232715
1365.0,287.8092147828503,78479.64081460307
1368.75,287.7825022563994,78444.882836879
1372.5,287.75578972994856,78410.12485915492
1376.25,287.7290772034977,78375.36688143085
1380.0,287.70236467704683,78340.60890370677
1383.75,287.67565215059597,78305.8509259827
1387.5,287.6489396241451,78271.09294825862
1391.25,287.62222709769424,78236.33497053455
1395.0,287.59551457124337,78201.57699281047
1398.75,287.5688020447925,78166.8190150864
1402.5,287.54208951834164,78132.06103736232
1406.25,287.5153769918908,78097.30305963825
1410.0,287.4886644654399,78062.54508191417
1413.75,287.46195193898905,78027.7871041901
1417.5,287.4352394125382,77993.02912646602
1421.25,287.4085268860873,77958.27114874194
1425.0,287.38181435963645,77923.51317101787
1428.75,287.3551018331856,77888.7551932938
1432.5,287.3283893067347,77853.99721556972
1436.25,287.30167678028386,77819.23923784564
1440.0,287.274964253833,77784.48126012157
1443.75,287.2482517273821,77749.72328239749
1447.5,287.22153920093126,77714.96530467342
1451.25,287.1947290437722,77680.2419788139
1455.0,287.1668116973208,77645.91236417461
1458.75,287.13889435086935,77611.58274953533
1462.5,287.1109770044179,77577.25313489605
1466.25,287.0830596579665,77542.92352025677
1470.0,287.05514231151506,77508.59390561748
1473.75,287.0272249650636,77474.2642909782
1477.5,286.9993076186122,77439.93467633892
1481.25,286.97139027216076,77405.60506169964
1485.0,286.94347292570933,77371.27544706035
1488.75,286.9155555792579,77336.94583242107
1492.5,286.88763823280647,77302.61621778179
1496.25,286.85972088635503,77268.28660314251
1500.0,286.8318035399036,77233.95698850323
1503.75,286.8038861934522,77199.62737386394
1507.5,286.77596884700074,77165.29775922466
1511.25,286.7480515005493,77130.96814458538
1515.0,286.7201341540979,77096.6385299461
1518.75,286.69221680764645,77062.30891530681
1522.5,286.664299461195,77027.97930066753
1526.25,286.6363821147436,76993.64968602825
1530.0,286.60846476829215,76959.32007138897
1533.75,286.5805474218407,76924.99045674969
1537.5,286.5526300753893,76890.6608421104
1541.25,286.52471272893786,76856.33122747112
1545.0,286.4967953824864,76822.00161283184
1548.75,286.468878036035,76787.67199819256
1552.5,286.44096068958356,76753.34238355327
1556.25,286.41304334313213,76719.01276891399
1560.0,286.3851259966807,76684.68315427471
1563.75,286.35720865022927,76650.35353963543
1567.5,286.32929130377784,76616.02392499615
1571.25,286.3013739573264,76581.69431035686
1575.0,286.273456610875,76547.36469571758
1578.75,286.24553926442354,76513.0350810783
1582.5,286.2176219179721,76478.70546643902
1586.25,286.1897045715207,76444.37585179973
1590.0,286.16133131709375,76410.19041117048
1593.75,286.13199327297934,76376.31025608396
1597.5,286.10265522886493,76342.43010099744
1601.25,286.0733171847505,76308.54994591093
1605.0,286.0439791406361,76274.66979082441
1608.75,286.0146410965217,76240.78963573789
1612.5,285.9853030524073,76206.90948065137
1616.25,285.9559650082929,76173.02932556486
1620.0,285.92662696417847,76139.14917047834
1623.75,285.89728892006406,76105.26901539182
1627.5,285.86795087594965,76071.3888603053
1631.25,285.83861283183523,76037.50870521879
1635.0,285.8092747877208,76003.62855013227
1638.75,285.7799367436064,75969.74839504575
1642.5,285.750598699492,75935.86823995924
1646.25,285.7212606553776,75901.98808487272
1650.0,285.6919226112632,75868.1079297862
1653.75,285.66258456714877,75834.22777469968
1657.5,285.63324652303436,75800.34761961317
1661.25,285.60390847891995,75766.46746452665
1665.0,285.57457043480554,75732.58730944013
1668.75,285.5452323906911,75698.70715435361
1672.5,285.5158943465767,75664.8269992671
1676.25,285.4865563024623,75630.94684418058
1680.0,285.4572182583479,75597.06668909406
1683.75,285.4278802142335,75563.18653400755
1687.5,285.3985421701191,75529.30637892103
1691.25,285.36920412600466,75495.42622383451
1695.0,285.33986608189025,75461.546068748
1698.75,285.31052803777584,75427.66591366148
1702.5,285.2811899936614,75393.78575857496
1706.25,285.251851949547,75359.90560348844
1710.0,285.2225139054326,75326.02544840192
1713.75,285.1931758613182,75292.1452933154
1717.5,285.1638378172038,75258.26513822889
1721.25,285.1344997730894,75224.38498314237
1725.0,285.10516172897496,75190.50482805585
1728.75,285.07582368486055,75156.62467296934
1732.5,285.04648564074614,75122.74451788282
1736.25,285.0170003438325,75088.90235625207
1740.0,284.985850729463,75055.4890485853
1743.75,284.9547011150935,75022.07574091852
1747.5,284.923551500724,74988.66243325174
1751.25,284.8924018863545,74955.24912558496
1755.0,284.861252271985,74921.83581791818
1758.75,284.8301026576155,74888.4225102514
1762.5,284.798953043246,74855.00920258462
1766.25,284.7678034288765,74821.59589491785
1770.0,284.736653814507,74788.18258725107
1773.75,284.7055042001375,74754.76927958429
1777.5,284.674354585768,74721.35597191751
1781.25,284.6432049713985,74687.94266425073
1785.0,284.612055357029,74654.52935658395
1788.75,284.5809057426595,74621.11604891717
1792.5,284.54975612829,74587.7027412504
1796.25,284.51860651392053,74554.28943358362
1800.0,284.48745689955103,74520.87612591684
1803.75,284.45630728518154,74487.46281825006
1807.5,284.42515767081204,74454.04951058328
1811.25,284.39400805644254,74420.6362029165
1815.0,284.36285844207305,74387.22289524972
1818.75,284.33170882770355,74353.80958758295
1822.5,284.30055921333405,74320.39627991617
1826.25,284.26940959896456,74286.98297224939
1830.0,284.23825998459506,74253.56966458261
1833.75,284.20711037022556,74220.15635691583
1837.5,284.17596075585607,74186.74304924905
1841.25,284.14481114148657,74153.32974158227
1845.0,284.1136615271171,74119.9164339155
1848.75,284.0825119127476,74086.50312624872
1852.5,284.0513622983781,74053.08981858194
1856.25,284.0202126840086,74019.67651091516
1860.0,283.9890630696391,73986.26320324838
1863.75,283.9579134552696,73952.8498955816
1867.5,283.9267638409001,73919.43658791482
1871.25,283.8956142265306,73886.02328024805
1875.0,283.8644646121611,73852.60997258127
1878.75,283.8333149977916,73819.19666491449
1882.5,283.8021653834221,73785.78335724771
1886.25,283.7710157690526,73752.37004958093
1890.0,283.7398661546831,73718.95674191415
1893.75,283.7082269133266,73685.68874932372
1897.5,283.67544837735704,73652.75886512839
1901.25,283.6426698413875,73619.82898093306
1905.0,283.60989130541793,73586.89909673773
1908.75,283.5771127694484,73553.9692125424
1912.5,283.5443342334788,73521.03932834708
1916.25,283.51155569750927,73488.10944415175
1920.0,283.4787771615397,73455.17955995642
1923.75,283.44599862557016,73422.2496757611
1927.5,283.4132200896006,73389.31979156577
1931.25,283.38044155363104,73356.38990737044
1935.0,283.3476630176615,73323.46002317511
1938.75,283.31488448169193,73290.53013897978
1942.5,283.2821059457224,73257.60025478445
1946.25,283.2493274097528,73224.67037058913
1950.0,283.21654887378327,73191.7404863938
1953.75,283.1837703378137,73158.81060219847
1957.5,283.15099180184416,73125.88071800314
1961.25,283.1182132658746,73092.95083380782
1965.0,283.08543472990505,73060.02094961249
1968.75,283.0526561939355,73027.09106541716
1972.5,283.01987765796594,72994.16118122183
1976.25,282.9870991219964,72961.2312970265
1980.0,282.9543205860268,72928.30141283118
1983.75,282.92154205005727,72895.37152863585
1987.5,282.8887635140877,72862.44164444052
1991.25,282.85598497811816,72829.5117602452
1995.0,282.8232064421486,72796.58187604987
1998.75,282.79042790617905,72763.65199185454
2002.5,282.7576493702095,72730.72210765921
2006.25,282.72487083423994,72697.79222346388
2010.0,282.6920922982704,72664.86233926855
2013.75,282.6593137623008,72631.93245507323
2017.5,282.62653522633127,72599.0025708779
2021.25,282.5937566903617,72566.07268668257
2025.0,282.56097815439216,72533.14280248724
2028.75,282.5281996184226,72500.21291829192
2032.5,282.49542108245305,72467.28303409659
2036.25,282.4626425464835,72434.35314990126
2040.0,282.42986401051394,72401.42326570593
2043.75,282.3970854745444,72368.4933815106
2047.5,282.3643069385748,72335.56349731528
2051.25,282.3315284026053,72302.63361311995
2055.0,282.2987498666357,72269.70372892462
2058.75,282.26597133066616,72236.7738447293
2062.5,282.23231298800147,72204.3115453641
2066.25,282.1985930315923,72171.88193248911
2070.0,282.1648730751831,72139.45231961412
2073.75,282.1311531187739,72107.02270673914
2077.5,282.0974331623647,72074.59309386415
2081.25,282.06371320595554,72042.16348098917
2085.0,282.02999324954635,72009.73386811418
2088.75,281.99627329313716,71977.3042552392
2092.5,281.962553336728,71944.87464236422
2096.25,281.9288333803188,71912.44502948923
2100.0,281.8951134239096,71880.01541661425
2103.75,281.8613934675004,71847.58580373926
2107.5,281.82767351109123,71815.15619086428
2111.25,281.79395355468205,71782.72657798929
2115.0,281.76023359827286,71750.2969651143
2118.75,281.7265136418637,71717.86735223932
2122.5,281.6927936854545,71685.43773936434
2126.25,281.6590737290453,71653.00812648935
2130.0,281.6253537726361,71620.57851361437
2133.75,281.59163381622693,71588.14890073938
2137.5,281.55791385981775,71555.7192878644
2141.25,281.52419390340856,71523.28967498941
2145.0,281.4904739469994,71490.86006211443
2148.75,281.4567539905902,71458.43044923944
2152.5,281.423034034181,71426.00083636446
2156.25,281.3893140777718,71393.57122348947
2160.0,281.3555941213626,71361.14161061449
2163.75,281.32187416495344,71328.7119977395
2167.5,281.28815420854426,71296.28238486452
2171.25,281.25443425213507,71263.85277198954
2175.0,281.2207142957259,71231.42315911455
2178.75,281.1869943393167,71198.99354623957
2182.5,281.1532743829075,71166.56393336458
2186.25,281.1195544264983,71134.1343204896
2190.0,281.08583447008914,71101.70470761461
2193.75,281.05211451367995,71069.27509473963
2197.5,281.01839455727077,71036.84548186464
2201.25,280.9846746008616,71004.41586898966
2205.0,280.9509546444524,70971.98625611467
2208.75,280.9172346880432,70939.55664323969
2212.5,280.883514731634,70907.1270303647
2216.25,280.84979477522484,70874.69741748972
2220.0,280.81607481881565,70842.26780461473
2223.75,280.78235486240646,70809.83819173975
2227.5,280.7486349059973,70777.40857886476
2231.25,280.7149149495881,70744.97896598978
2235.0,280.6811949931789,70712.5493531148
2238.75,280.64940270228817,70680.6201968852
2242.5,280.61769487062975,70648.71304256353
2246.25,280.5859870389713,70616.80588824186
2250.0,280.5542792073129,70584.89873392018
2253.75,280.5225713756545,70552.99157959851
2257.5,280.49086354399606,70521.08442527684
2261.25,280.45915571233763,70489.17727095517
2265.0,280.4274478806792,70457.2701166335
2268.75,280.3957400490208,70425.36296231183
2272.5,280.36403221736236,70393.45580799016
2276.25,280.33232438570394,70361.54865366849
2280.0,280.3006165540455,70329.64149934682
2283.75,280.2689087223871,70297.73434502515
2287.5,280.2372008907287,70265.82719070348
2291.25,280.20549305907025,70233.92003638181
2295.0,280.1737852274118,70202.01288206014
2298.75,280.1420773957534,70170.10572773847
2302.5,280.110369564095,70138.1985734168
2306.25,280.07866173243656,70106.29141909513
2310.0,280.04695390077813,70074.38426477346
2313.75,280.0152460691197,70042.47711045179
2317.5,279.9835382374613,70010.56995613012
2321.25,279.95183040580287,69978.66280180844
2325.0,279.92012257414444,69946.75564748677
2328.75,279.888414742486,69914.8484931651
2332.5,279.8567069108276,69882.94133884343
2336.25,279.8249990791692,69851.03418452176
2340.0,279.79329124751075,69819.12703020009
2343.75,279.76158341585233,69787.21987587842
2347.5,279.7298755841939,69755.31272155675
2351.25,279.6981677525355,69723.40556723508
2355.0,279.66645992087706,69691.49841291341
2358.75,279.63475208921864,69659.59125859174
2362.5,279.6030442575602,69627.68410427007
2366.25,279.5713364259018,69595.7769499484
2370.0,279.53962859424337,69563.86979562673
2373.75,279.50792076258494,69531.96264130506
2377.5,279.4762129309265,69500.05548698339
2381.25,279.4445050992681,69468.14833266172
2385.0,279.4127972676097,69436.24117834005
2388.75,279.38108943595125,69404.33402401838
2392.5,279.34938160429283,69372.4268696967
2396.25,279.3176737726344,69340.51971537503
2400.0,279.285965940976,69308.61256105336
2403.75,279.25425810931756,69276.7054067317
2407.5,279.22255027765914,69244.79825241002
2411.25,279.1908424460007,69212.89109808835
2415.0,279.1591346143423,69180.98394376668
2418.75,279.12742678268387,69149.07678944501
2422.5,279.0972263074442,69117.36809260747
2426.25,279.0697459043664,69086.01770050428
2430.0,279.0422655012886,69054.66730840108
2433.75,279.01478509821084,69023.31691629789
2437.5,278.98730469513305,68991.9665241947
2441.25,278.95982429205526,68960.6161320915
2445.0,278.93234388897747,68929.2657399883
2448.75,278.9048634858997,68897.91534788511
2452.5,278.8773830828219,68866.56495578191
2456.25,278.8499026797441,68835.21456367872
2460.0,278.8224222766663,68803.86417157552
2463.75,278.7949418735885,68772.51377947233
2467.5,278.76746147051074,68741.16338736913
2471.25,278.73998106743295,68709.81299526594
2475.0,278.71250066435516,68678.46260316274
2478.75,278.6850202612774,68647.11221105955
2482.5,278.6575398581996,68615.76181895635
2486.25,278.6300594551218,68584.41142685316
2490.0,278.602579052044,68553.06103474996
2493.75,278.5750986489662,68521.71064264677
2497.5,278.54761824588843,68490.36025054357
2501.25,278.52013784281064,68459.00985844037
2505.0,278.49265743973285,68427.65946633718
2508.75,278.46517703665506,68396.30907423398
2512.5,278.4376966335773,68364.95868213079
2516.25,278.4102162304995,68333.6082900276
2520.0,278.3827358274217,68302.2578979244
2523.75,278.3552554243439,68270.9075058212
2527.5,278.3277750212661,68239.55711371801
2531.25,278.30029461818833,68208.20672161481
2535.0,278.27281421511054,68176.85632951162
2538.75,278.24533381203275,68145.50593740842
2542.5,278.21785340895497,68114.15554530523
2546.25,278.1903730058772,68082.80515320203
2550.0,278.1628926027994,68051.45476109884
